date,item_code,item_desc,item_variation,item_weight,index_name
2022-09-01,1115039,sardinha em conserva,0.89,0.0485,IPCA
2022-09-01,1115050,salsicha em conserva,1.84,0.0015,IPCA
2022-09-01,1115056,sopa desidratada,2.66,0.0018,IPCA
2022-09-01,1115057,azeitona,-0.63,0.033,IPCA
2022-09-01,1115058,milho-verde em conserva,2.0,0.0316,IPCA
2022-09-01,1115075,atum em conserva,-0.05,0.0215,IPCA
2022-09-01,1116,sal e condimentos,0.21,0.3794,IPCA
2022-09-01,1116001,leite de coco,-0.38,0.0022,IPCA
2022-09-01,1116005,atomatado,1.11,0.1184,IPCA
2022-09-01,1116010,alho,-3.02,0.1106,IPCA
2022-09-01,1116013,sal,1.66,0.0045,IPCA
2022-09-01,1116022,colorau,-1.06,0.0008,IPCA
2022-09-01,1116023,caldo de tucupi,2.45,0.0009,IPCA
2022-09-01,1116026,fermento,0.62,0.0057,IPCA
2022-09-01,1116033,maionese,2.54,0.0549,IPCA
2022-09-01,1116041,vinagre,1.29,0.0159,IPCA
2022-09-01,1116048,caldo concentrado,0.77,0.0101,IPCA
2022-09-01,1116071,tempero misto,1.83,0.0554,IPCA
2022-09-01,12,alimentacao fora do domicilio,0.47,5.7913,IPCA
2022-09-01,1201001,refeicao,0.34,3.5703,IPCA
2022-09-01,1201003,lanche,0.74,1.7061,IPCA
2022-09-01,1201009,cafezinho,-0.69,0.0428,IPCA
2022-09-01,1201061,doces,1.69,0.0046,IPCA
2022-09-01,2,habitacao,0.6,15.2117,IPCA
2022-09-01,21,encargos e manutencao,0.49,9.7644,IPCA
2022-09-01,2101,aluguel e taxas,0.36,7.6283,IPCA
2022-09-01,2101001,aluguel residencial,0.67,3.6812,IPCA
2022-09-01,2101002,condominio,-0.1,2.197,IPCA
2022-09-01,2101004,taxa de agua e esgoto,0.27,1.7481,IPCA
2022-09-01,2101012,mudanca,2.81,0.0019,IPCA
2022-09-01,2103,reparos,0.6,1.3533,IPCA
2022-09-01,2103005,ferragens,0.07,0.0108,IPCA
2022-09-01,2103008,material de eletricidade,0.52,0.0137,IPCA
2022-09-01,2103012,vidro,0.29,0.0028,IPCA
2022-09-01,2103014,tinta,1.0,0.3032,IPCA
2022-09-01,2103032,revestimento de piso e parede,0.54,0.2736,IPCA
2022-09-01,2103038,madeira e taco,0.33,0.0143,IPCA
2022-09-01,2103039,cimento,1.3,0.0272,IPCA
2022-09-01,2103040,tijolo,-0.94,0.0243,IPCA
2022-09-01,2103041,material hidraulico,0.88,0.0456,IPCA
2022-09-01,2103042,mao de obra,0.47,0.5812,IPCA
2022-09-01,2103048,areia,0.02,0.0142,IPCA
2022-09-01,2103049,pedras,1.91,0.0004,IPCA
2022-09-01,2103055,telha,0.37,0.042,IPCA
2022-09-01,2104,artigos de limpeza,1.57,0.7828,IPCA
2022-09-01,2104003,saco para lixo,0.3,0.0043,IPCA
2022-09-01,2104005,agua sanitaria,-0.01,0.065,IPCA
2022-09-01,2104008,detergente,1.62,0.1635,IPCA
2022-09-01,2104009,sabao em po,2.42,0.2437,IPCA
2022-09-01,2104012,desinfetante,0.94,0.0568,IPCA
2022-09-01,2104015,sabao em barra,-0.11,0.0321,IPCA
2022-09-01,2104016,esponja de limpeza,1.84,0.0046,IPCA
2022-09-01,2104019,sabao liquido,2.23,0.0064,IPCA
2022-09-01,2104020,limpador multiuso,-0.82,0.0278,IPCA
2022-09-01,2104041,papel toalha,-1.96,0.0044,IPCA
2022-09-01,2104085,amaciante e alvejante,1.93,0.1743,IPCA
2022-09-01,22,combustiveis e energia,0.8,5.4473,IPCA
2022-09-01,2201,combustiveis (domesticos),0.84,1.5867,IPCA
2022-09-01,2201003,carvao vegetal,1.59,0.006,IPCA
2022-09-01,2201004,gas de botijao,0.92,1.4204,IPCA
2022-09-01,2201005,gas encanado,0.11,0.1602,IPCA
2022-09-01,2202,energia eletrica residencial,0.78,3.8607,IPCA
2022-09-01,3,artigos de residencia,-0.13,3.9973,IPCA
2022-09-01,31,moveis e utensilios,0.5,1.87,IPCA
2022-09-01,3101,mobiliario,0.82,1.2015,IPCA
2022-09-01,3101002,movel para sala,0.5,0.3856,IPCA
2022-09-01,3101003,movel para quarto,0.78,0.5473,IPCA
2022-09-01,3101015,movel para copa e cozinha,1.69,0.2261,IPCA
2022-09-01,3101016,movel infantil,-0.32,0.0257,IPCA
2022-09-01,3101017,colchao,-0.54,0.0169,IPCA
2022-09-01,3102,utensilios e enfeites,-0.05,0.4638,IPCA
2022-09-01,3102001,artigos de iluminacao,0.26,0.0731,IPCA
2022-09-01,3102005,tapete,-1.27,0.0567,IPCA
2022-09-01,3102006,cortina,0.19,0.0886,IPCA
2022-09-01,3102007,utensilios de metal,-0.3,0.1651,IPCA
2022-09-01,3102009,utensilios de vidro e louca,0.94,0.0493,IPCA
2022-09-01,3102010,utensilios de plastico,-0.04,0.0092,IPCA
2022-09-01,3102035,flores naturais,1.07,0.0062,IPCA
2022-09-01,3102337,utensilios para bebe,0.76,0.0154,IPCA
2022-09-01,3103,"cama, mesa e banho",-0.16,0.2047,IPCA
2022-09-01,3103001,roupa de cama,-0.17,0.1996,IPCA
2022-09-01,3103003,roupa de banho,0.31,0.0052,IPCA
2022-09-01,32,aparelhos eletroeletronicos,-0.8,1.7931,IPCA
2022-09-01,3201,eletrodomesticos e equipamentos,0.04,0.9883,IPCA
2022-09-01,3201001,refrigerador,-0.4,0.403,IPCA
2022-09-01,3201002,ar-condicionado,-1.43,0.1042,IPCA
2022-09-01,3201006,maquina de lavar roupa,0.88,0.2647,IPCA
2022-09-01,3201013,ventilador,-0.8,0.0198,IPCA
2022-09-01,3201021,fogao,0.67,0.1891,IPCA
2022-09-01,3201050,chuveiro eletrico,1.11,0.0076,IPCA
2022-09-01,3202,"tv, som e informatica",-1.84,0.8048,IPCA
2022-09-01,3202001,televisor,-2.66,0.4945,IPCA
2022-09-01,3202003,aparelho de som,-1.86,0.0108,IPCA
2022-09-01,3202008,videogame (console),-3.06,0.003,IPCA
2022-09-01,3202028,computador pessoal,-0.46,0.2964,IPCA
2022-09-01,33,consertos e manutencao,-0.01,0.3343,IPCA
2022-09-01,3301002,conserto de refrigerador,2.85,0.0159,IPCA
2022-09-01,3301006,conserto de televisor,-0.76,0.0019,IPCA
2022-09-01,3301015,conserto de maquina de lavar roupa,-0.13,0.0047,IPCA
2022-09-01,3301022,reforma de estofado,1.17,0.0463,IPCA
2022-09-01,3301088,conserto de aparelho celular,0.34,0.0628,IPCA
2022-09-01,3301130,conserto de bicicleta,-0.6,0.2027,IPCA
2022-09-01,4,vestuario,1.77,4.6419,IPCA
2022-09-01,41,roupas,1.93,3.168,IPCA
2022-09-01,4101,roupa masculina,1.82,1.1626,IPCA
2022-09-01,4101002,calca comprida masculina,2.27,0.3101,IPCA
2022-09-01,4101005,agasalho masculino,0.85,0.0231,IPCA
2022-09-01,4101006,bermuda/short masculino,1.93,0.1864,IPCA
2022-09-01,4101008,cueca,0.23,0.0077,IPCA
2022-09-01,4101009,camisa/camiseta masculina,1.62,0.6352,IPCA
2022-09-01,4102,roupa feminina,2.03,1.3944,IPCA
2022-09-01,4102002,calca comprida feminina,1.12,0.3322,IPCA
2022-09-01,4102003,agasalho feminino,-0.19,0.0272,IPCA
2022-09-01,4102004,saia,2.55,0.009,IPCA
2022-09-01,4102005,vestido,2.52,0.311,IPCA
2022-09-01,4102008,blusa,2.48,0.5357,IPCA
2022-09-01,4102010,lingerie,1.28,0.1112,IPCA
2022-09-01,4102013,bermuda/short feminino,2.79,0.0681,IPCA
2022-09-01,4103,roupa infantil,1.92,0.6111,IPCA
2022-09-01,4103001,uniforme escolar,0.59,0.0858,IPCA
2022-09-01,4103002,calca comprida infantil,0.45,0.0781,IPCA
2022-09-01,4103005,agasalho infantil,1.92,0.0084,IPCA
2022-09-01,4103007,vestido infantil,1.59,0.0537,IPCA
2022-09-01,4103008,bermuda/short infantil,2.93,0.055,IPCA
2022-09-01,4103011,camisa/camiseta infantil,2.53,0.1947,IPCA
2022-09-01,4103031,conjunto infantil,2.46,0.1353,IPCA
2022-09-01,42,calcados e acessorios,1.7,1.1941,IPCA
2022-09-01,4201002,sapato masculino,2.0,0.1583,IPCA
2022-09-01,4201003,sapato feminino,1.74,0.2758,IPCA
2022-09-01,4201004,sapato infantil,0.01,0.0272,IPCA
2022-09-01,4201015,bolsa,1.17,0.0652,IPCA
2022-09-01,4201040,mochila,1.26,0.0094,IPCA
2022-09-01,4201063,tenis,1.44,0.4673,IPCA
2022-09-01,4201098,sandalia/chinelo,2.5,0.191,IPCA
2022-09-01,43,joias e bijuterias,0.18,0.2226,IPCA
2022-09-01,4301001,bijuteria,2.47,0.0184,IPCA
2022-09-01,4301002,joia,0.18,0.1526,IPCA
2022-09-01,4301004,relogio de pulso,-0.61,0.0516,IPCA
2022-09-01,44,tecidos e armarinho,0.44,0.0572,IPCA
2022-09-01,4401001,tecido,0.63,0.0473,IPCA
2022-09-01,4401002,artigos de armarinho,-0.5,0.0099,IPCA
2022-09-01,5,transportes,-1.98,20.7878,IPCA
2022-09-01,5101,transporte publico,2.0,2.9341,IPCA
2022-09-01,5101001,onibus urbano,-0.34,1.1962,IPCA
2022-09-01,5101002,taxi,0.17,0.1919,IPCA
2022-09-01,5101004,trem,0.0,0.0331,IPCA
2022-09-01,5101006,onibus intermunicipal,1.0,0.3871,IPCA
2022-09-01,5101007,onibus interestadual,0.02,0.1131,IPCA
2022-09-01,5101010,passagem aerea,8.22,0.5552,IPCA
2022-09-01,5101011,metro,0.0,0.0653,IPCA
2022-09-01,5101026,transporte escolar,-0.09,0.1247,IPCA
2022-09-01,5101051,transporte por aplicativo,6.14,0.211,IPCA
2022-09-01,5101053,integracao transporte publico,0.0,0.0564,IPCA
2022-09-01,5102,veiculo proprio,0.5,11.6421,IPCA
2022-09-01,5102001,automovel novo,-0.15,3.1995,IPCA
2022-09-01,5102004,emplacamento e licenca,1.72,2.3638,IPCA
2022-09-01,5102005,seguro voluntario de veiculo,1.53,0.8971,IPCA
2022-09-01,5102006,multa,0.0,0.1002,IPCA
2022-09-01,5102007,oleo lubrificante,1.38,0.1435,IPCA
2022-09-01,5102009,acessorios e pecas,0.08,0.1817,IPCA
2022-09-01,5102010,pneu,0.77,0.2666,IPCA
2022-09-01,5102011,conserto de automovel,0.72,1.6965,IPCA
2022-09-01,5102013,estacionamento,0.31,0.0601,IPCA
2022-09-01,5102015,pedagio,0.0,0.0873,IPCA
2022-09-01,5102020,automovel usado,-0.38,1.9619,IPCA
2022-09-01,5102037,pintura de veiculo,0.55,0.0145,IPCA
2022-09-01,5102051,aluguel de veiculo,-2.02,0.0198,IPCA
2022-09-01,5102053,motocicleta,-0.08,0.6496,IPCA
2022-09-01,5104,combustiveis (veiculos),-8.5,6.2116,IPCA
2022-09-01,5104001,gasolina,-8.33,5.0966,IPCA
2022-09-01,5104002,etanol,-12.43,0.7167,IPCA
2022-09-01,5104003,oleo diesel,-4.57,0.3153,IPCA
2022-09-01,5104005,gas veicular,-0.23,0.0829,IPCA
2022-09-01,6,saude e cuidados pessoais,0.57,12.7941,IPCA
2022-09-01,61,produtos farmaceuticos e oticos,0.24,3.6549,IPCA
2022-09-01,6101,produtos farmaceuticos,0.29,3.4004,IPCA
2022-09-01,6101001,anti-infeccioso e antibiotico,-0.12,0.2377,IPCA
2022-09-01,6101002,analgesico e antitermico,0.93,0.5794,IPCA
2022-09-01,6101003,anti-inflamatorio e antirreumatico,0.43,0.1587,IPCA
2022-09-01,6101004,antigripal e antitussigeno,0.55,0.1995,IPCA
2022-09-01,6101006,dermatologico,-0.04,0.1374,IPCA
2022-09-01,6101007,antialergico e broncodilatador,1.55,0.1791,IPCA
2022-09-01,6101009,gastroprotetor,0.22,0.1434,IPCA
2022-09-01,6101010,vitamina e fortificante,0.29,0.2263,IPCA
2022-09-01,6101011,hormonal,0.83,0.2013,IPCA
2022-09-01,6101013,psicotropico e anorexigeno,0.62,0.3044,IPCA
2022-09-01,6101014,hipotensor e hipocolesterolemico,-0.52,0.6086,IPCA
2022-09-01,6101051,oftalmologico,1.05,0.0942,IPCA
2022-09-01,6101064,antidiabetico,-1.12,0.184,IPCA
2022-09-01,6101148,neurologico,0.08,0.1466,IPCA
2022-09-01,6102,produtos oticos,-0.43,0.2544,IPCA
2022-09-01,6102012,oculos de grau,-0.43,0.2544,IPCA
2022-09-01,62,servicos de saude,1.0,5.2571,IPCA
2022-09-01,6201,servicos medicos e dentarios,0.49,1.1017,IPCA
2022-09-01,6201002,medico,0.5,0.5252,IPCA
2022-09-01,6201003,dentista,0.57,0.5137,IPCA
2022-09-01,6201005,aparelho ortodontico,-0.12,0.018,IPCA
2022-09-01,6201007,fisioterapeuta,2.14,0.0004,IPCA
2022-09-01,6201010,psicologo,-0.24,0.0444,IPCA
2022-09-01,6202,servicos laboratoriais e hospitalares,1.12,0.5777,IPCA
2022-09-01,6202003,exame de laboratorio,0.88,0.1052,IPCA
2022-09-01,6202004,hospitalizacao e cirurgia,1.43,0.3454,IPCA
2022-09-01,6202006,exame de imagem,0.47,0.127,IPCA
2022-09-01,6203,plano de saude,1.13,3.5777,IPCA
2022-09-01,63,cuidados pessoais,0.3,3.8822,IPCA
2022-09-01,6301,higiene pessoal,0.3,3.8822,IPCA
2022-09-01,6301001,produto para cabelo,0.27,0.6202,IPCA
2022-09-01,6301002,fralda descartavel,0.86,0.2192,IPCA
2022-09-01,6301004,produto para barba,0.96,0.1189,IPCA
2022-09-01,6301006,produto para pele,-1.92,0.3891,IPCA
2022-09-01,6301007,produto para higiene bucal,1.37,0.2694,IPCA
2022-09-01,6301010,produto para unha,2.05,0.0034,IPCA
2022-09-01,6301011,perfume,0.1,1.002,IPCA
2022-09-01,6301014,desodorante,0.4,0.4154,IPCA
2022-09-01,6301015,absorvente higienico,1.37,0.1109,IPCA
2022-09-01,6301016,sabonete,1.94,0.3619,IPCA
2022-09-01,6301017,papel higienico,1.32,0.2118,IPCA
2022-09-01,6301020,artigos de maquiagem,-2.01,0.1599,IPCA
2022-09-01,7,despesas pessoais,0.95,9.9651,IPCA
2022-09-01,71,servicos pessoais,0.96,6.1471,IPCA
2022-09-01,7101001,costureira,0.12,0.0127,IPCA
2022-09-01,7101005,manicure,1.03,0.3822,IPCA
2022-09-01,7101010,empregado domestico,0.66,2.7861,IPCA
2022-09-01,7101011,cabeleireiro e barbeiro,0.97,1.0132,IPCA
2022-09-01,7101014,depilacao,1.31,0.0582,IPCA
2022-09-01,7101034,cartorio,-0.02,0.0222,IPCA
2022-09-01,7101036,despachante,-0.83,0.0929,IPCA
2022-09-01,7101076,servico bancario,1.56,1.6248,IPCA
2022-09-01,7101090,conselho de classe,0.21,0.0492,IPCA
2022-09-01,7101144,sobrancelha,1.41,0.1057,IPCA
2022-09-01,72,recreacao e fumo,0.93,3.8181,IPCA
2022-09-01,7201,recreacao,1.05,3.2978,IPCA
2022-09-01,7201006,clube,0.86,0.076,IPCA
2022-09-01,7201010,instrumento musical,-0.12,0.0176,IPCA
2022-09-01,7201015,tratamento de animais (clinica),1.06,0.2764,IPCA
2022-09-01,7201019,bicicleta,0.45,0.1058,IPCA
2022-09-01,7201020,alimento para animais,1.78,0.3921,IPCA
2022-09-01,7201023,brinquedo,0.27,0.2219,IPCA
2022-09-01,7201054,casa noturna,0.74,0.0375,IPCA
2022-09-01,7201063,jogos de azar,0.0,0.4445,IPCA
2022-09-01,7201067,material de caca e pesca,0.1,0.0095,IPCA
2022-09-01,7201090,hospedagem,2.88,0.5455,IPCA
2022-09-01,7201095,pacote turistico,2.3,0.5334,IPCA
2022-09-01,7201256,servico de higiene para animais,1.02,0.1365,IPCA
2022-09-01,7201266,"cinema, teatro e concertos",-1.31,0.5011,IPCA
2022-09-01,7202,fumo,0.16,0.5202,IPCA
2022-09-01,7202041,cigarro,0.16,0.5202,IPCA
2022-09-01,8,educacao,0.12,5.6946,IPCA
2022-09-01,81,"cursos, leitura e papelaria",0.12,5.6946,IPCA
2022-09-01,8101,cursos regulares,0.0,4.2787,IPCA
2022-09-01,8101001,creche,0.0,0.1858,IPCA
2022-09-01,8101002,pre-escola,0.0,0.3054,IPCA
2022-09-01,8101003,ensino fundamental,0.0,1.4715,IPCA
2022-09-01,8101004,ensino medio,0.0,0.3725,IPCA
2022-09-01,8101005,ensino superior,0.0,1.6281,IPCA
2022-09-01,8101006,pos-graduacao,0.0,0.2477,IPCA
2022-09-01,8101008,educacao de jovens e adultos,0.0,0.0387,IPCA
2022-09-01,8101045,curso tecnico,0.0,0.029,IPCA
2022-09-01,8102,leitura,0.34,0.5003,IPCA
2022-09-01,8102001,jornal diario,0.0,0.033,IPCA
2022-09-01,8102004,revista,0.0,0.0314,IPCA
2022-09-01,8102007,livro didatico,0.0,0.3438,IPCA
2022-09-01,8102008,livro nao didatico,1.87,0.0921,IPCA
2022-09-01,8103,papelaria,1.0,0.1401,IPCA
2022-09-01,8103001,caderno,1.18,0.0504,IPCA
2022-09-01,8103014,artigos de papelaria,0.89,0.0897,IPCA
2022-09-01,8104,cursos diversos,0.45,0.7755,IPCA
2022-09-01,8104001,curso preparatorio,0.0,0.0704,IPCA
2022-09-01,8104003,curso de idioma,0.0,0.279,IPCA
2022-09-01,8104004,curso de informatica,0.51,0.0014,IPCA
2022-09-01,8104005,autoescola,4.35,0.051,IPCA
2022-09-01,8104006,atividades fisicas,0.34,0.3737,IPCA
2022-09-01,9,comunicacao,-2.08,5.0558,IPCA
2022-09-01,9101001,correio,0.0,0.0632,IPCA
2022-09-01,9101002,plano de telefonia fixa,-1.07,0.2345,IPCA
2022-09-01,9101008,plano de telefonia movel,-0.38,1.3602,IPCA
2022-09-01,9101010,tv por assinatura,0.0,0.3535,IPCA
2022-09-01,9101018,acesso a internet,-10.55,0.5001,IPCA
2022-09-01,9101019,aparelho telefonico,-0.36,0.9463,IPCA
2022-09-01,9101115,servicos de streaming,0.0,0.0744,IPCA
2022-09-01,9101116,"combo de telefonia, internet e tv por assinatura",-2.7,1.5237,IPCA
2022-09-01,0,indice geral,-0.37,100.0,IPCA-15
2022-09-01,1,alimentacao e bebidas,-0.47,21.8354,IPCA-15
2022-09-01,11,alimentacao no domicilio,-0.86,15.9703,IPCA-15
2022-09-01,1101,"cereais, leguminosas e oleaginosas",-1.81,0.822,IPCA-15
2022-09-01,1101002,arroz,-0.6,0.5578,IPCA-15
2022-09-01,1101051,feijao - mulatinho,0.54,0.0135,IPCA-15
2022-09-01,1101052,feijao - preto,-2.9,0.0538,IPCA-15
2022-09-01,1101053,feijao - macacar (fradinho),-1.83,0.0195,IPCA-15
2022-09-01,1101073,feijao - carioca (rajado),-6.54,0.1649,IPCA-15
2022-09-01,1101079,milho (em grao),8.39,0.0126,IPCA-15
2022-09-01,1102,"farinhas, feculas e massas",0.96,0.5165,IPCA-15
2022-09-01,1102001,farinha de arroz,5.46,0.0032,IPCA-15
2022-09-01,1102006,macarrao,0.45,0.1666,IPCA-15
2022-09-01,1102008,fuba de milho,-0.06,0.009,IPCA-15
2022-09-01,1102010,flocos de milho,1.88,0.009,IPCA-15
2022-09-01,1102012,farinha de trigo,2.1,0.0625,IPCA-15
2022-09-01,1102023,farinha de mandioca,2.69,0.1059,IPCA-15
2022-09-01,1102029,massa semipreparada,-0.8,0.1302,IPCA-15
2022-09-01,1102061,macarrao instantaneo,2.56,0.03,IPCA-15
2022-09-01,1103,"tuberculos, raizes e legumes",-1.74,0.6939,IPCA-15
2022-09-01,1103002,batata-doce,8.68,0.0325,IPCA-15
2022-09-01,1103003,batata-inglesa,-5.45,0.1803,IPCA-15
2022-09-01,1103005,mandioca (aipim),-4.39,0.0192,IPCA-15
2022-09-01,1103020,abobrinha,5.01,0.0095,IPCA-15
2022-09-01,1103025,pepino,-17.49,0.0044,IPCA-15
2022-09-01,1103026,pimentao,-0.25,0.0186,IPCA-15
2022-09-01,1103028,tomate,-8.04,0.2073,IPCA-15
2022-09-01,1103043,cebola,11.39,0.1637,IPCA-15
2022-09-01,1103044,cenoura,-10.08,0.0584,IPCA-15
2022-09-01,1104,acucares e derivados,0.01,0.735,IPCA-15
2022-09-01,1104003,acucar refinado,-1.59,0.1229,IPCA-15
2022-09-01,1104004,acucar cristal,-1.34,0.1315,IPCA-15
2022-09-01,1104018,balas,0.81,0.0149,IPCA-15
2022-09-01,1104023,chocolate em barra e bombom,0.99,0.1906,IPCA-15
2022-09-01,1104032,sorvete,0.11,0.1536,IPCA-15
2022-09-01,1104052,chocolate e achocolatado em po,1.22,0.1199,IPCA-15
2022-09-01,1104060,doce de frutas em pasta,8.33,0.0017,IPCA-15
2022-09-01,1105,hortalicas e verduras,-5.99,0.2304,IPCA-15
2022-09-01,1105001,alface,-7.81,0.1046,IPCA-15
2022-09-01,1105004,coentro,-6.29,0.0084,IPCA-15
2022-09-01,1105005,couve,-7.79,0.0165,IPCA-15
2022-09-01,1105006,couve-flor,1.15,0.0028,IPCA-15
2022-09-01,1105010,repolho,-10.1,0.0218,IPCA-15
2022-09-01,1105012,cheiro-verde,-3.78,0.0456,IPCA-15
2022-09-01,1105019,brocolis,0.26,0.0307,IPCA-15
2022-09-01,1106,frutas,1.33,1.0284,IPCA-15
2022-09-01,1106001,banana-da-terra,-0.89,0.0173,IPCA-15
2022-09-01,1106003,abacaxi,-2.58,0.0154,IPCA-15
2022-09-01,1106004,abacate,-1.38,0.0009,IPCA-15
2022-09-01,1106005,banana - d'agua,-1.53,0.1043,IPCA-15
2022-09-01,1106006,banana - maca,-8.48,0.0034,IPCA-15
2022-09-01,1106008,banana - prata,3.39,0.1761,IPCA-15
2022-09-01,1106011,laranja - baia,0.09,0.0042,IPCA-15
2022-09-01,1106012,laranja - lima,-0.95,0.0046,IPCA-15
2022-09-01,1106015,limao,43.47,0.0226,IPCA-15
2022-09-01,1106017,maca,5.77,0.1598,IPCA-15
2022-09-01,1106018,mamao,-5.02,0.1394,IPCA-15
2022-09-01,1106019,manga,-7.1,0.0758,IPCA-15
2022-09-01,1106020,maracuja,9.62,0.0073,IPCA-15
2022-09-01,1106021,melancia,-13.17,0.044,IPCA-15
2022-09-01,1106022,melao,4.64,0.0251,IPCA-15
2022-09-01,1106023,pera,8.25,0.0231,IPCA-15
2022-09-01,1106027,tangerina,12.24,0.0343,IPCA-15
2022-09-01,1106028,uva,6.05,0.069,IPCA-15
2022-09-01,1106039,laranja - pera,0.1,0.0859,IPCA-15
2022-09-01,1106051,morango,-25.0,0.0115,IPCA-15
2022-09-01,1106084,goiaba,-1.47,0.0043,IPCA-15
2022-09-01,1107,carnes,-0.28,2.8871,IPCA-15
2022-09-01,1107009,figado,-0.98,0.0207,IPCA-15
2022-09-01,1107018,carne de porco,1.43,0.3248,IPCA-15
2022-09-01,1107031,carne de carneiro,-2.61,0.0028,IPCA-15
2022-09-01,1107081,cupim,-0.67,0.0123,IPCA-15
2022-09-01,1107084,contrafile,-1.05,0.4982,IPCA-15
2022-09-01,1107085,file-mignon,-0.84,0.0272,IPCA-15
2022-09-01,1107087,cha de dentro,-0.9,0.3351,IPCA-15
2022-09-01,1107088,alcatra,-1.59,0.3731,IPCA-15
2022-09-01,1107089,patinho,0.39,0.1795,IPCA-15
2022-09-01,1107090,lagarto redondo,-0.02,0.0098,IPCA-15
2022-09-01,1107091,lagarto comum,-2.32,0.0792,IPCA-15
2022-09-01,1107093,musculo,0.08,0.1641,IPCA-15
2022-09-01,1107094,pa,1.48,0.109,IPCA-15
2022-09-01,1107095,acem,-0.12,0.2939,IPCA-15
2022-09-01,1107096,peito,2.04,0.0121,IPCA-15
2022-09-01,1107097,capa de file,-2.1,0.0351,IPCA-15
2022-09-01,1107099,costela,0.69,0.3646,IPCA-15
2022-09-01,1107208,picanha,-0.13,0.0456,IPCA-15
2022-09-01,1108,pescados,-0.27,0.1893,IPCA-15
2022-09-01,1108002,peixe - anchova,-0.76,0.0006,IPCA-15
2022-09-01,1108004,peixe - corvina,-0.4,0.0198,IPCA-15
2022-09-01,1108012,peixe - sardinha,-0.72,0.0052,IPCA-15
2022-09-01,1108013,camarao,0.08,0.0237,IPCA-15
2022-09-01,1108019,peixe - cavala,1.23,0.0011,IPCA-15
2022-09-01,1108029,peixe - cacao,-0.3,0.0067,IPCA-15
2022-09-01,1108031,peixe - merluza,-0.56,0.0173,IPCA-15
2022-09-01,1108032,peixe - serra,-1.12,0.0016,IPCA-15
2022-09-01,1108038,peixe - pescada,1.7,0.0248,IPCA-15
2022-09-01,1108045,caranguejo,-0.32,0.0047,IPCA-15
2022-09-01,1108049,peixe - castanha,-0.76,0.001,IPCA-15
2022-09-01,1108052,peixe - palombeta,-2.17,0.0009,IPCA-15
2022-09-01,1108075,peixe - salmao,-2.46,0.016,IPCA-15
2022-09-01,1108080,peixe - tilapia,-0.42,0.0458,IPCA-15
2022-09-01,1108087,peixe - tambaqui,1.0,0.0102,IPCA-15
2022-09-01,1108088,peixe - dourada,-3.14,0.0057,IPCA-15
2022-09-01,1108092,peixe - filhote,-0.11,0.0034,IPCA-15
2022-09-01,1108125,peixe - aruana,-0.58,0.0006,IPCA-15
2022-09-01,1109,carnes e peixes industrializados,-0.99,0.6927,IPCA-15
2022-09-01,1109002,presunto,-0.82,0.1007,IPCA-15
2022-09-01,1109007,salsicha,-0.74,0.0485,IPCA-15
2022-09-01,1109008,linguica,-0.72,0.3505,IPCA-15
2022-09-01,1109010,mortadela,-2.25,0.0527,IPCA-15
2022-09-01,1109012,salame,-3.4,0.0095,IPCA-15
2022-09-01,1109023,bacalhau,1.03,0.0077,IPCA-15
2022-09-01,1109056,carne-seca e de sol,-1.39,0.1161,IPCA-15
2022-09-01,1109058,carne de porco salgada e defumada,-1.13,0.007,IPCA-15
2022-09-01,1110,aves e ovos,1.32,1.3569,IPCA-15
2022-09-01,1110009,frango inteiro,0.85,0.3829,IPCA-15
2022-09-01,1110010,frango em pedacos,1.64,0.7129,IPCA-15
2022-09-01,1110044,ovo de galinha,1.12,0.261,IPCA-15
2022-09-01,1111,leites e derivados,-5.08,2.3038,IPCA-15
2022-09-01,1111004,leite longa vida,-12.01,1.1397,IPCA-15
2022-09-01,1111008,leite condensado,3.39,0.0245,IPCA-15
2022-09-01,1111009,leite em po,3.32,0.2172,IPCA-15
2022-09-01,1111011,queijo,1.47,0.6108,IPCA-15
2022-09-01,1111019,iogurte e bebidas lacteas,1.15,0.1669,IPCA-15
2022-09-01,1111021,requeijao,-0.38,0.0633,IPCA-15
2022-09-01,1111031,manteiga,1.63,0.0703,IPCA-15
2022-09-01,1111038,leite fermentado,-0.51,0.0111,IPCA-15
2022-09-01,1112,panificados,0.62,1.7099,IPCA-15
2022-09-01,1112003,biscoito,1.26,0.489,IPCA-15
2022-09-01,1112015,pao frances,0.33,0.8403,IPCA-15
2022-09-01,1112017,pao doce,-0.8,0.0864,IPCA-15
2022-09-01,1112018,pao de forma,2.35,0.1125,IPCA-15
2022-09-01,1112019,bolo,-0.42,0.1468,IPCA-15
2022-09-01,1112025,pao de queijo,1.07,0.0349,IPCA-15
2022-09-01,1113,oleos e gorduras,-4.33,0.5509,IPCA-15
2022-09-01,1113013,oleo de soja,-6.5,0.3612,IPCA-15
2022-09-01,1113014,azeite de oliva,-1.15,0.0712,IPCA-15
2022-09-01,1113040,margarina,0.35,0.1185,IPCA-15
2022-09-01,1114,bebidas e infusoes,0.57,1.7181,IPCA-15
2022-09-01,1114001,suco de frutas,0.59,0.1252,IPCA-15
2022-09-01,1114003,polpa de fruta (congelada),1.97,0.0134,IPCA-15
2022-09-01,1114004,acai (emulsao),-1.78,0.0539,IPCA-15
2022-09-01,1114022,cafe moido,-0.62,0.4363,IPCA-15
